Year,OBS_STATUS,UNIT_MULT,BASE_PER,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2002,A,6,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million, Other Official flows are not marked on biodiversity",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_BDVL,24,CON_USD,2025-05-19T00:00:00,2023,2.640358
2003,A,6,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million, Other Official flows are not marked on biodiversity",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_BDVL,24,CON_USD,2025-05-19T00:00:00,2023,0.850274
2004,A,6,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million, Other Official flows are not marked on biodiversity",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_BDVL,24,CON_USD,2025-05-19T00:00:00,2023,0.389197
2005,A,6,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million, Other Official flows are not marked on biodiversity",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_BDVL,24,CON_USD,2025-05-19T00:00:00,2023,2.809491
2006,A,6,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million, Other Official flows are not marked on biodiversity",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_BDVL,24,CON_USD,2025-05-19T00:00:00,2023,4.43362
2007,A,6,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million, Other Official flows are not marked on biodiversity",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_BDVL,24,CON_USD,2025-05-19T00:00:00,2023,4.085702
2008,A,6,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million, Other Official flows are not marked on biodiversity",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_BDVL,24,CON_USD,2025-05-19T00:00:00,2023,3.308977
2009,A,6,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million, Other Official flows are not marked on biodiversity",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_BDVL,24,CON_USD,2025-05-19T00:00:00,2023,4.739954
2010,A,6,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million, Other Official flows are not marked on biodiversity",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_BDVL,24,CON_USD,2025-05-19T00:00:00,2023,10.578712
2011,A,6,2023,"Commitments, Based on OECD, CRS database, 2025, Constant 2023 USD million, Other Official flows are not marked on biodiversity",The Organisation for Economic Co-operation and Development (OECD).,DC_ODA_BDVL,24,CON_USD,2025-05-19T00:00:00,2023,17.664485000000003
