Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,COMPOSITE_BREAKDOWN,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2000,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_MBRDEV,24,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.54945
2005,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_MBRDEV,24,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.54348
2010,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_MBRDEV,24,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.53476
2015,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_MBRDEV,24,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.53191
2016,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_MBRDEV,24,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.53191
2017,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_MBRDEV,24,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.5291
2018,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_MBRDEV,24,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.5291
2019,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_MBRDEV,24,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.5291
2020,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_MBRDEV,24,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.5291
2021,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_MBRDEV,24,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.5291
2022,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_MBRDEV,24,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.5291
2023,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_MBRDEV,24,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.5291
2000,A,0,IFC 2023 Annual Report Volume 2,SG_INT_MBRDEV,24,IO_IFC,PT,2024-05-07T00:00:00,2023,0.57471
2005,A,0,IFC 2023 Annual Report Volume 2,SG_INT_MBRDEV,24,IO_IFC,PT,2024-05-07T00:00:00,2023,0.5618
2010,A,0,IFC 2023 Annual Report Volume 2,SG_INT_MBRDEV,24,IO_IFC,PT,2024-05-07T00:00:00,2023,0.54945
2015,A,0,IFC 2023 Annual Report Volume 2,SG_INT_MBRDEV,24,IO_IFC,PT,2024-05-07T00:00:00,2023,0.54348
2016,A,0,IFC 2023 Annual Report Volume 2,SG_INT_MBRDEV,24,IO_IFC,PT,2024-05-07T00:00:00,2023,0.54348
2017,A,0,IFC 2023 Annual Report Volume 2,SG_INT_MBRDEV,24,IO_IFC,PT,2024-05-07T00:00:00,2023,0.54348
2018,A,0,IFC 2023 Annual Report Volume 2,SG_INT_MBRDEV,24,IO_IFC,PT,2024-05-07T00:00:00,2023,0.54348
2019,A,0,IFC 2023 Annual Report Volume 2,SG_INT_MBRDEV,24,IO_IFC,PT,2024-05-07T00:00:00,2023,0.5435
2020,A,0,IFC 2023 Annual Report Volume 2,SG_INT_MBRDEV,24,IO_IFC,PT,2024-05-07T00:00:00,2023,0.54054
2021,A,0,IFC 2023 Annual Report Volume 2,SG_INT_MBRDEV,24,IO_IFC,PT,2024-05-07T00:00:00,2023,0.54054
2022,A,0,IFC 2023 Annual Report Volume 2,SG_INT_MBRDEV,24,IO_IFC,PT,2024-05-07T00:00:00,2023,0.53763
2023,A,0,IFC 2023 Annual Report Volume 2,SG_INT_MBRDEV,24,IO_IFC,PT,2024-05-07T00:00:00,2023,0.53763
2000,A,0,IMF Annual Report 2023,SG_INT_MBRDEV,24,IO_IMF,PT,2024-05-07T00:00:00,2023,0.5618
2005,A,0,IMF Annual Report 2023,SG_INT_MBRDEV,24,IO_IMF,PT,2024-05-07T00:00:00,2023,0.55249
2010,A,0,IMF Annual Report 2023,SG_INT_MBRDEV,24,IO_IMF,PT,2024-05-07T00:00:00,2023,0.54945
2015,A,0,IMF Annual Report 2023,SG_INT_MBRDEV,24,IO_IMF,PT,2024-05-07T00:00:00,2023,0.53191
2016,A,0,IMF Annual Report 2023,SG_INT_MBRDEV,24,IO_IMF,PT,2024-05-07T00:00:00,2023,0.53191
2017,A,0,IMF Annual Report 2023,SG_INT_MBRDEV,24,IO_IMF,PT,2024-05-07T00:00:00,2023,0.5291
2018,A,0,IMF Annual Report 2023,SG_INT_MBRDEV,24,IO_IMF,PT,2024-05-07T00:00:00,2023,0.5291
2019,A,0,IMF Annual Report 2023,SG_INT_MBRDEV,24,IO_IMF,PT,2024-05-07T00:00:00,2023,0.5291
2020,A,0,IMF Annual Report 2023,SG_INT_MBRDEV,24,IO_IMF,PT,2024-05-07T00:00:00,2023,0.5291
2021,A,0,IMF Annual Report 2023,SG_INT_MBRDEV,24,IO_IMF,PT,2024-05-07T00:00:00,2023,0.52632
2022,A,0,IMF Annual Report 2023,SG_INT_MBRDEV,24,IO_IMF,PT,2024-05-07T00:00:00,2023,0.52632
2023,A,0,IMF Annual Report 2023,SG_INT_MBRDEV,24,IO_IMF,PT,2024-05-07T00:00:00,2023,0.52632
2000,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_MBRDEV,24,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.5291
2005,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_MBRDEV,24,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.52356
2010,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_MBRDEV,24,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.52083
2015,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_MBRDEV,24,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.51813
2016,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_MBRDEV,24,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.51813
2017,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_MBRDEV,24,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.51813
2018,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_MBRDEV,24,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.51813
2019,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_MBRDEV,24,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.51813
2020,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_MBRDEV,24,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.51813
2021,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_MBRDEV,24,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.51813
2022,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_MBRDEV,24,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.51813
2023,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_MBRDEV,24,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.51813
2015,A,0,Report of the Security Council (A/71/2),SG_INT_MBRDEV,24,IO_UNSC,PT,2024-05-07T00:00:00,2016,6.66667
2016,A,0,Report of the Security Council (A/71/2),SG_INT_MBRDEV,24,IO_UNSC,PT,2024-05-07T00:00:00,2016,6.66667
2000,A,0,WTO Annual Report 2023,SG_INT_MBRDEV,24,IO_WTO,PT,2024-05-07T00:00:00,2023,0.71429
2005,A,0,WTO Annual Report 2023,SG_INT_MBRDEV,24,IO_WTO,PT,2024-05-07T00:00:00,2023,0.67114
2010,A,0,WTO Annual Report 2023,SG_INT_MBRDEV,24,IO_WTO,PT,2024-05-07T00:00:00,2023,0.65359
2015,A,0,WTO Annual Report 2023,SG_INT_MBRDEV,24,IO_WTO,PT,2024-05-07T00:00:00,2023,0.625
2016,A,0,WTO Annual Report 2023,SG_INT_MBRDEV,24,IO_WTO,PT,2024-05-07T00:00:00,2023,0.61728
2017,A,0,WTO Annual Report 2023,SG_INT_MBRDEV,24,IO_WTO,PT,2024-05-07T00:00:00,2023,0.60976
2018,A,0,WTO Annual Report 2023,SG_INT_MBRDEV,24,IO_WTO,PT,2024-05-07T00:00:00,2023,0.60976
2019,A,0,WTO Annual Report 2023,SG_INT_MBRDEV,24,IO_WTO,PT,2024-05-07T00:00:00,2023,0.60976
2020,A,0,WTO Annual Report 2023,SG_INT_MBRDEV,24,IO_WTO,PT,2024-05-07T00:00:00,2023,0.60976
2021,A,0,WTO Annual Report 2023,SG_INT_MBRDEV,24,IO_WTO,PT,2024-05-07T00:00:00,2023,0.60976
2022,A,0,WTO Annual Report 2023,SG_INT_MBRDEV,24,IO_WTO,PT,2024-05-07T00:00:00,2023,0.60976
2023,A,0,WTO Annual Report 2023,SG_INT_MBRDEV,24,IO_WTO,PT,2024-05-07T00:00:00,2023,0.60976
2000,A,0,African Development Bank Group Annual Report 2022,SG_INT_VRTDEV,24,IO_AFDB,PT,2024-05-07T00:00:00,2022,1.239
2005,A,0,African Development Bank Group Annual Report 2022,SG_INT_VRTDEV,24,IO_AFDB,PT,2024-05-07T00:00:00,2022,1.178
2010,A,0,African Development Bank Group Annual Report 2022,SG_INT_VRTDEV,24,IO_AFDB,PT,2024-05-07T00:00:00,2022,1.154
2014,A,0,African Development Bank Group Annual Report 2022,SG_INT_VRTDEV,24,IO_AFDB,PT,2024-05-07T00:00:00,2022,1.162
2015,A,0,African Development Bank Group Annual Report 2022,SG_INT_VRTDEV,24,IO_AFDB,PT,2024-05-07T00:00:00,2022,1.15
2016,A,0,African Development Bank Group Annual Report 2022,SG_INT_VRTDEV,24,IO_AFDB,PT,2024-05-07T00:00:00,2022,1.1686
2017,A,0,African Development Bank Group Annual Report 2022,SG_INT_VRTDEV,24,IO_AFDB,PT,2024-05-07T00:00:00,2022,1.1686
2018,A,0,African Development Bank Group Annual Report 2022,SG_INT_VRTDEV,24,IO_AFDB,PT,2024-05-07T00:00:00,2022,1.1752
2019,A,0,African Development Bank Group Annual Report 2022,SG_INT_VRTDEV,24,IO_AFDB,PT,2024-05-07T00:00:00,2022,1.17751
2020,A,0,African Development Bank Group Annual Report 2022,SG_INT_VRTDEV,24,IO_AFDB,PT,2024-05-07T00:00:00,2022,0.78222
2021,A,0,African Development Bank Group Annual Report 2022,SG_INT_VRTDEV,24,IO_AFDB,PT,2024-05-07T00:00:00,2022,1.13906
2022,A,0,African Development Bank Group Annual Report 2022,SG_INT_VRTDEV,24,IO_AFDB,PT,2024-05-07T00:00:00,2022,1.0645
2000,A,0,Report of the Economic and Social Council on its 2021 Session (A/76/3/),SG_INT_VRTDEV,24,IO_ECOSOC,PT,2024-05-07T00:00:00,2021,1.85185
2019,A,0,Report of the Economic and Social Council on its 2021 Session (A/76/3/),SG_INT_VRTDEV,24,IO_ECOSOC,PT,2024-05-07T00:00:00,2021,1.85185
2020,A,0,Report of the Economic and Social Council on its 2021 Session (A/76/3/),SG_INT_VRTDEV,24,IO_ECOSOC,PT,2024-05-07T00:00:00,2021,1.85185
2021,A,0,Report of the Economic and Social Council on its 2021 Session (A/76/3/),SG_INT_VRTDEV,24,IO_ECOSOC,PT,2024-05-07T00:00:00,2021,1.85185
2000,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_VRTDEV,24,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.1818
2005,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_VRTDEV,24,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.1808
2010,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_VRTDEV,24,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.1805
2015,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_VRTDEV,24,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.1501
2016,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_VRTDEV,24,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.16
2017,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_VRTDEV,24,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.1666
2018,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_VRTDEV,24,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.1832
2019,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_VRTDEV,24,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.1803
2020,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_VRTDEV,24,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.1903
2021,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_VRTDEV,24,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.18445
2022,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_VRTDEV,24,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.18029
2023,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_VRTDEV,24,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.17519
2000,A,0,IFC 2023 Annual Report Volume 2,SG_INT_VRTDEV,24,IO_IFC,PT,2024-05-07T00:00:00,2023,0.0721
2005,A,0,IFC 2023 Annual Report Volume 2,SG_INT_VRTDEV,24,IO_IFC,PT,2024-05-07T00:00:00,2023,0.0719
2010,A,0,IFC 2023 Annual Report Volume 2,SG_INT_VRTDEV,24,IO_IFC,PT,2024-05-07T00:00:00,2023,0.0717
2015,A,0,IFC 2023 Annual Report Volume 2,SG_INT_VRTDEV,24,IO_IFC,PT,2024-05-07T00:00:00,2023,0.08469
2016,A,0,IFC 2023 Annual Report Volume 2,SG_INT_VRTDEV,24,IO_IFC,PT,2024-05-07T00:00:00,2023,0.08469
2017,A,0,IFC 2023 Annual Report Volume 2,SG_INT_VRTDEV,24,IO_IFC,PT,2024-05-07T00:00:00,2023,0.08469
2018,A,0,IFC 2023 Annual Report Volume 2,SG_INT_VRTDEV,24,IO_IFC,PT,2024-05-07T00:00:00,2023,0.0847
2019,A,0,IFC 2023 Annual Report Volume 2,SG_INT_VRTDEV,24,IO_IFC,PT,2024-05-07T00:00:00,2023,0.0839
2020,A,0,IFC 2023 Annual Report Volume 2,SG_INT_VRTDEV,24,IO_IFC,PT,2024-05-07T00:00:00,2023,0.0845
2021,A,0,IFC 2023 Annual Report Volume 2,SG_INT_VRTDEV,24,IO_IFC,PT,2024-05-07T00:00:00,2023,0.08102
2022,A,0,IFC 2023 Annual Report Volume 2,SG_INT_VRTDEV,24,IO_IFC,PT,2024-05-07T00:00:00,2023,0.07888
2023,A,0,IFC 2023 Annual Report Volume 2,SG_INT_VRTDEV,24,IO_IFC,PT,2024-05-07T00:00:00,2023,0.09234
2000,A,0,IMF Annual Report 2023,SG_INT_VRTDEV,24,IO_IMF,PT,2024-05-07T00:00:00,2023,0.1454
2005,A,0,IMF Annual Report 2023,SG_INT_VRTDEV,24,IO_IMF,PT,2024-05-07T00:00:00,2023,0.1431
2010,A,0,IMF Annual Report 2023,SG_INT_VRTDEV,24,IO_IMF,PT,2024-05-07T00:00:00,2023,0.1406
2015,A,0,IMF Annual Report 2023,SG_INT_VRTDEV,24,IO_IMF,PT,2024-05-07T00:00:00,2023,0.1429
2016,A,0,IMF Annual Report 2023,SG_INT_VRTDEV,24,IO_IMF,PT,2024-05-07T00:00:00,2023,0.177
2017,A,0,IMF Annual Report 2023,SG_INT_VRTDEV,24,IO_IMF,PT,2024-05-07T00:00:00,2023,0.1762
2018,A,0,IMF Annual Report 2023,SG_INT_VRTDEV,24,IO_IMF,PT,2024-05-07T00:00:00,2023,0.1762
2019,A,0,IMF Annual Report 2023,SG_INT_VRTDEV,24,IO_IMF,PT,2024-05-07T00:00:00,2023,0.17621
2020,A,0,IMF Annual Report 2023,SG_INT_VRTDEV,24,IO_IMF,PT,2024-05-07T00:00:00,2023,0.17613
2021,A,0,IMF Annual Report 2023,SG_INT_VRTDEV,24,IO_IMF,PT,2024-05-07T00:00:00,2023,0.1758
2022,A,0,IMF Annual Report 2023,SG_INT_VRTDEV,24,IO_IMF,PT,2024-05-07T00:00:00,2023,0.17716
2023,A,0,IMF Annual Report 2023,SG_INT_VRTDEV,24,IO_IMF,PT,2024-05-07T00:00:00,2023,0.17756
2000,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_VRTDEV,24,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.5291
2005,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_VRTDEV,24,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.5236
2010,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_VRTDEV,24,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.5208
2015,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_VRTDEV,24,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.5181
2016,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_VRTDEV,24,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.5181
2017,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_VRTDEV,24,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.5181
2018,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_VRTDEV,24,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.5181
2019,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_VRTDEV,24,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.5181
2020,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_VRTDEV,24,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.5181
2021,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_VRTDEV,24,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.51813
2022,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_VRTDEV,24,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.51813
2023,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_VRTDEV,24,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.51813
2015,A,0,Report of the Security Council (A/71/2),SG_INT_VRTDEV,24,IO_UNSC,PT,2024-05-07T00:00:00,2016,6.6667
2016,A,0,Report of the Security Council (A/71/2),SG_INT_VRTDEV,24,IO_UNSC,PT,2024-05-07T00:00:00,2016,6.6667
2000,A,0,WTO Annual Report 2023,SG_INT_VRTDEV,24,IO_WTO,PT,2024-05-07T00:00:00,2023,0.7143
2005,A,0,WTO Annual Report 2023,SG_INT_VRTDEV,24,IO_WTO,PT,2024-05-07T00:00:00,2023,0.6711
2010,A,0,WTO Annual Report 2023,SG_INT_VRTDEV,24,IO_WTO,PT,2024-05-07T00:00:00,2023,0.6536
2015,A,0,WTO Annual Report 2023,SG_INT_VRTDEV,24,IO_WTO,PT,2024-05-07T00:00:00,2023,0.625
2016,A,0,WTO Annual Report 2023,SG_INT_VRTDEV,24,IO_WTO,PT,2024-05-07T00:00:00,2023,0.6173
2017,A,0,WTO Annual Report 2023,SG_INT_VRTDEV,24,IO_WTO,PT,2024-05-07T00:00:00,2023,0.6098
2018,A,0,WTO Annual Report 2023,SG_INT_VRTDEV,24,IO_WTO,PT,2024-05-07T00:00:00,2023,0.6098
2019,A,0,WTO Annual Report 2023,SG_INT_VRTDEV,24,IO_WTO,PT,2024-05-07T00:00:00,2023,0.6098
2020,A,0,WTO Annual Report 2023,SG_INT_VRTDEV,24,IO_WTO,PT,2024-05-07T00:00:00,2023,0.60976
2021,A,0,WTO Annual Report 2023,SG_INT_VRTDEV,24,IO_WTO,PT,2024-05-07T00:00:00,2023,0.60976
2022,A,0,WTO Annual Report 2023,SG_INT_VRTDEV,24,IO_WTO,PT,2024-05-07T00:00:00,2023,0.60976
2023,A,0,WTO Annual Report 2023,SG_INT_VRTDEV,24,IO_WTO,PT,2024-05-07T00:00:00,2023,0.60976
